date,consumption,wind,solar,wind_solar,churn,facturacion_mensual,cuentas_diarias,segmento_consumo,nivel_consumo,tipo_cliente
2012-03-26,1330.8149999999998,31.232,123.155,154.38700000000003,1,1330.8149999999998,44.360499999999995,Medio,Medio,Mixto
2012-03-27,1337.854,105.519,117.978,223.49700000000004,1,1337.854,44.59513333333334,Medio,Medio,Mixto
2012-03-28,1310.0330000000004,204.92,124.79500000000002,329.715,1,1310.0330000000004,43.66776666666668,Medio,Medio,Mixto
2012-03-29,1290.457,375.829,66.031,441.86000000000007,1,1290.457,43.015233333333335,Medio,Medio,Mixto
2012-03-30,1277.08,374.9480000000001,35.937999999999995,410.88600000000014,1,1277.08,42.56933333333333,Medio,Medio,Mixto
2012-03-31,1085.784,366.241,57.56,423.80099999999993,1,1085.784,36.192800000000005,Bajo,Bajo,Mixto
2012-04-01,1115.065,249.075,123.87699999999998,372.952,1,1115.065,37.16883333333333,Bajo,Bajo,Mixto
2012-04-02,1370.145,146.464,98.851,245.315,1,1370.145,45.6715,Alto,Alto,Mixto
2012-04-03,1340.1239999999996,58.510000000000005,98.81400000000002,157.32399999999998,1,1340.1239999999996,44.670799999999986,Medio,Medio,Mixto
2012-04-04,1391.355,113.71699999999998,62.19400000000001,175.91099999999997,0,1391.355,46.3785,Alto,Alto,Mixto
2012-04-05,1356.5290000000005,46.721,41.681,88.40200000000002,1,1356.5290000000005,45.217633333333346,Alto,Alto,Mixto
2012-04-06,1095.619,75.97999999999999,50.362,126.342,1,1095.619,36.52063333333333,Bajo,Bajo,Mixto
2012-04-07,1048.47,189.30600000000007,56.91699999999999,246.223,1,1048.47,34.949,Bajo,Bajo,Mixto
2012-04-08,927.223,59.54399999999999,93.379,152.923,1,927.223,30.907433333333334,Bajo,Bajo,Mixto
2012-04-09,1030.772,208.754,57.225,265.9789999999999,1,1030.772,34.35906666666666,Bajo,Bajo,Mixto
2012-04-10,1349.7379999999996,198.653,87.84099999999998,286.494,1,1349.7379999999996,44.991266666666654,Medio,Medio,Mixto
2012-04-11,1398.8559999999995,51.131000000000014,54.58400000000001,105.71500000000005,0,1398.8559999999995,46.628533333333316,Alto,Alto,Mixto
2012-04-12,1288.302,20.678,86.319,106.997,1,1288.302,42.9434,Medio,Medio,Mixto
2012-04-13,1292.923,26.534,87.45899999999999,113.993,1,1292.923,43.097433333333335,Medio,Medio,Mixto
2012-04-14,1222.985,36.07899999999999,88.042,124.12100000000002,1,1222.985,40.76616666666666,Medio,Medio,Mixto
2012-04-15,1166.63,149.303,54.78900000000001,204.09200000000004,1,1166.63,38.88766666666667,Bajo,Bajo,Mixto
2012-04-16,1419.061,164.21699999999996,70.57600000000001,234.793,0,1419.061,47.302033333333334,Alto,Alto,Mixto
2012-04-17,1414.206,121.87099999999998,123.51,245.381,0,1414.206,47.1402,Alto,Alto,Mixto
2012-04-18,1440.0519999999997,124.69,87.08200000000001,211.772,0,1440.0519999999997,48.00173333333332,Alto,Alto,Mixto
2012-04-19,1418.122,92.252,112.08599999999998,204.338,0,1418.122,47.27073333333333,Alto,Alto,Mixto
2012-04-20,1393.302,42.379,91.006,133.385,0,1393.302,46.4434,Alto,Alto,Mixto
2012-04-21,1214.4899999999998,92.366,99.61,191.97600000000003,1,1214.4899999999998,40.48299999999999,Medio,Medio,Mixto
2012-04-22,1063.047,89.13700000000001,87.018,176.15499999999997,1,1063.047,35.4349,Bajo,Bajo,Mixto
2012-04-23,1310.9099999999996,93.296,106.43099999999998,199.727,1,1310.9099999999996,43.69699999999999,Medio,Medio,Mixto
2012-04-24,1320.7230000000002,74.54899999999999,67.324,141.873,1,1320.7230000000002,44.024100000000004,Medio,Medio,Mixto
2012-04-25,1361.3950000000002,154.06500000000003,111.891,265.956,1,1361.3950000000002,45.37983333333334,Alto,Alto,Mixto
2012-04-26,1427.093,246.672,97.57,344.242,0,1427.093,47.569766666666666,Alto,Alto,Mixto
2012-04-27,1400.451,94.387,118.984,213.371,0,1400.451,46.6817,Alto,Alto,Mixto
2012-04-28,1176.568,120.519,139.73200000000003,260.25100000000003,1,1176.568,39.21893333333333,Bajo,Bajo,Mixto
2012-04-29,1029.0789999999995,146.99499999999998,85.825,232.81999999999996,1,1029.0789999999995,34.30263333333332,Bajo,Bajo,Mixto
2012-04-30,1149.575,107.085,132.31900000000002,239.404,1,1149.575,38.31916666666667,Bajo,Bajo,Mixto
2012-05-01,987.135,97.45299999999996,145.855,243.308,1,987.135,32.9045,Bajo,Bajo,Mixto
2012-05-02,1342.821,87.21100000000001,142.476,229.687,1,1342.821,44.7607,Medio,Medio,Mixto
2012-05-03,1388.235,40.688,118.947,159.635,0,1388.235,46.274499999999996,Alto,Alto,Mixto
2012-05-04,1358.086,62.373000000000005,140.70499999999998,203.078,1,1358.086,45.269533333333335,Alto,Alto,Mixto
2012-05-05,1131.952,51.582,70.418,122.0,1,1131.952,37.73173333333333,Bajo,Bajo,Mixto
2012-05-06,1044.236,29.245000000000005,65.151,94.39600000000002,1,1044.236,34.80786666666667,Bajo,Bajo,Mixto
2012-05-07,1359.119,16.205,94.13,110.33499999999998,1,1359.119,45.30396666666666,Alto,Alto,Mixto
2012-05-08,1354.063,84.137,143.577,227.714,1,1354.063,45.13543333333334,Alto,Alto,Mixto
2012-05-09,1375.7229999999995,97.102,97.601,194.703,1,1375.7229999999995,45.85743333333332,Alto,Alto,Mixto
2012-05-10,1377.2490000000005,162.85399999999996,135.20100000000002,298.055,1,1377.2490000000005,45.90830000000002,Alto,Alto,Mixto
2012-05-11,1339.914,214.08,131.504,345.58400000000006,1,1339.914,44.6638,Medio,Medio,Mixto
2012-05-12,1086.144,234.305,92.039,326.344,1,1086.144,36.2048,Bajo,Bajo,Mixto
2012-05-13,1026.929,48.934,139.25799999999998,188.192,1,1026.929,34.23096666666667,Bajo,Bajo,Mixto
2012-05-14,1334.7380000000005,90.154,167.271,257.42500000000007,1,1334.7380000000005,44.49126666666668,Medio,Medio,Mixto
2012-05-15,1371.732,92.488,119.739,212.227,1,1371.732,45.724399999999996,Alto,Alto,Mixto
2012-05-16,1331.0200000000002,218.675,103.286,321.961,1,1331.0200000000002,44.36733333333334,Medio,Medio,Mixto
2012-05-17,1026.276,102.796,161.216,264.012,1,1026.276,34.2092,Bajo,Bajo,Mixto
2012-05-18,1172.3909999999998,132.91600000000005,131.215,264.131,1,1172.3909999999998,39.079699999999995,Bajo,Bajo,Mixto
2012-05-19,1093.637,42.846,151.07699999999994,193.923,1,1093.637,36.454566666666665,Bajo,Bajo,Mixto
2012-05-20,1020.2470000000002,76.299,155.399,231.698,1,1020.2470000000002,34.00823333333334,Bajo,Bajo,Mixto
2012-05-21,1327.358,121.186,127.468,248.654,1,1327.358,44.245266666666666,Medio,Medio,Mixto
2012-05-22,1377.557,85.312,142.533,227.845,1,1377.557,45.91856666666667,Alto,Alto,Mixto
2012-05-23,1389.2639999999997,98.283,143.10300000000004,241.386,0,1389.2639999999997,46.30879999999999,Alto,Alto,Mixto
2012-05-24,1369.1640000000002,144.01999999999998,167.99300000000002,312.0130000000001,1,1369.1640000000002,45.63880000000001,Alto,Alto,Mixto
2012-05-25,1333.026,106.146,189.252,295.398,1,1333.026,44.434200000000004,Medio,Medio,Mixto
2012-05-26,1112.9730000000002,65.694,187.619,253.313,1,1112.9730000000002,37.09910000000001,Bajo,Bajo,Mixto
2012-05-27,960.155,23.349,138.597,161.94600000000003,1,960.155,32.00516666666667,Bajo,Bajo,Mixto
2012-05-28,988.853,36.31099999999999,151.31499999999997,187.626,1,988.853,32.96176666666666,Bajo,Bajo,Mixto
2012-05-29,1308.9589999999998,115.003,155.35599999999997,270.35900000000004,1,1308.9589999999998,43.63196666666666,Medio,Medio,Mixto
2012-05-30,1360.133,55.879,131.747,187.626,1,1360.133,45.33776666666667,Alto,Alto,Mixto
2012-05-31,1371.9610000000002,57.814,105.13200000000002,162.94599999999997,1,1371.9610000000002,45.73203333333334,Alto,Alto,Mixto
2012-06-01,1245.228,221.36200000000005,95.347,316.709,1,1245.228,41.507600000000004,Medio,Medio,Mixto
2012-06-02,1050.443,121.44,135.864,257.30400000000003,1,1050.443,35.01476666666667,Bajo,Bajo,Mixto
2012-06-03,1004.252,44.17,63.568,107.738,1,1004.252,33.47506666666666,Bajo,Bajo,Mixto
2012-06-04,1309.3740000000005,59.87799999999999,86.217,146.09500000000006,1,1309.3740000000005,43.645800000000015,Medio,Medio,Mixto
2012-06-05,1297.404,86.30099999999999,119.0,205.301,1,1297.404,43.2468,Medio,Medio,Mixto
2012-06-06,1315.237,63.311,85.52,148.83100000000002,1,1315.237,43.841233333333335,Medio,Medio,Mixto
2012-06-07,1112.364,46.99299999999999,119.729,166.722,1,1112.364,37.0788,Bajo,Bajo,Mixto
2012-06-08,1183.864,149.622,107.792,257.414,1,1183.864,39.462133333333334,Bajo,Bajo,Mixto
2012-06-09,1051.796,206.77900000000005,132.21200000000002,338.991,1,1051.796,35.05986666666667,Bajo,Bajo,Mixto
2012-06-10,984.376,59.01800000000001,113.54,172.55800000000002,1,984.376,32.812533333333334,Bajo,Bajo,Mixto
2012-06-11,1326.4829999999995,21.939,111.819,133.758,1,1326.4829999999995,44.21609999999998,Medio,Medio,Mixto
2012-06-12,1343.2340000000002,36.683,103.699,140.38199999999998,1,1343.2340000000002,44.77446666666667,Medio,Medio,Mixto
2012-06-13,1326.2799999999995,60.34,94.355,154.69500000000005,1,1326.2799999999995,44.20933333333332,Medio,Medio,Mixto
2012-06-14,1336.5100000000002,17.666,125.229,142.895,1,1336.5100000000002,44.55033333333334,Medio,Medio,Mixto
2012-06-15,1319.754,70.25999999999999,131.695,201.95500000000004,1,1319.754,43.9918,Medio,Medio,Mixto
2012-06-16,1104.8770000000002,107.732,130.56699999999998,238.299,1,1104.8770000000002,36.82923333333334,Bajo,Bajo,Mixto
2012-06-17,978.189,124.85500000000002,144.327,269.1820000000001,1,978.189,32.6063,Bajo,Bajo,Mixto
2012-06-18,1295.5260000000003,147.265,154.441,301.706,1,1295.5260000000003,43.18420000000001,Medio,Medio,Mixto
2012-06-19,1359.3049999999998,23.53,137.32199999999995,160.85200000000003,1,1359.3049999999998,45.31016666666666,Alto,Alto,Mixto
2012-06-20,1361.9869999999996,50.944,74.92500000000001,125.869,1,1361.9869999999996,45.39956666666665,Alto,Alto,Mixto
2012-06-21,1367.3480000000002,60.363000000000014,114.209,174.57200000000003,1,1367.3480000000002,45.57826666666667,Alto,Alto,Mixto
2012-06-22,1288.9889999999998,139.503,151.003,290.5060000000001,1,1288.9889999999998,42.9663,Medio,Medio,Mixto
2012-06-23,1074.347,119.951,154.12999999999994,274.0810000000001,1,1074.347,35.811566666666664,Bajo,Bajo,Mixto
2012-06-24,966.313,194.586,118.912,313.49800000000005,1,966.313,32.210433333333334,Bajo,Bajo,Mixto
2012-06-25,1239.6809999999998,282.34,117.876,400.21600000000007,1,1239.6809999999998,41.32269999999999,Medio,Medio,Mixto
2012-06-26,1280.5919999999996,173.629,133.302,306.931,1,1280.5919999999996,42.686399999999985,Medio,Medio,Mixto
2012-06-27,1355.3320000000006,46.729000000000006,118.71099999999998,165.44000000000003,1,1355.3320000000006,45.17773333333335,Alto,Alto,Mixto
2012-06-28,1352.232,44.803,148.484,193.287,1,1352.232,45.0744,Alto,Alto,Mixto
2012-06-29,1328.2359999999996,62.862,143.348,206.21,1,1328.2359999999996,44.27453333333332,Medio,Medio,Mixto
2012-06-30,1109.917,41.056,161.58000000000004,202.63600000000005,1,1109.917,36.997233333333334,Bajo,Bajo,Mixto
2012-07-01,980.695,86.751,90.8,177.55099999999996,1,980.695,32.68983333333333,Bajo,Bajo,Mixto
2012-07-02,1305.6009999999997,29.88,85.77399999999999,115.654,1,1305.6009999999997,43.52003333333332,Medio,Medio,Mixto
2012-07-03,1351.059,13.989,93.205,107.19400000000005,1,1351.059,45.0353,Alto,Alto,Mixto
2012-07-04,1357.488,32.237,144.07899999999998,176.31600000000003,1,1357.488,45.2496,Alto,Alto,Mixto
2012-07-05,1358.012,60.654,128.246,188.9,1,1358.012,45.267066666666665,Alto,Alto,Mixto
2012-07-06,1320.339,37.26,113.29099999999998,150.55100000000002,1,1320.339,44.0113,Medio,Medio,Mixto
2012-07-07,1088.072,21.722,120.097,141.819,1,1088.072,36.26906666666666,Bajo,Bajo,Mixto
2012-07-08,979.263,102.489,129.69,232.179,1,979.263,32.6421,Bajo,Bajo,Mixto
2012-07-09,1277.879,184.585,132.026,316.61100000000005,1,1277.879,42.59596666666666,Medio,Medio,Mixto
2012-07-10,1335.8000000000002,63.67199999999998,138.975,202.64700000000005,1,1335.8000000000002,44.52666666666667,Medio,Medio,Mixto
2012-07-11,1308.4240000000002,119.022,114.564,233.586,1,1308.4240000000002,43.61413333333334,Medio,Medio,Mixto
2012-07-12,1270.4220000000005,158.37399999999997,115.136,273.51,1,1270.4220000000005,42.347400000000015,Medio,Medio,Mixto
2012-07-13,1279.65,80.13400000000001,80.366,160.5,1,1279.65,42.655,Medio,Medio,Mixto
2012-07-14,1044.088,154.526,111.911,266.437,1,1044.088,34.802933333333335,Bajo,Bajo,Mixto
2012-07-15,963.8490000000002,81.98599999999999,113.272,195.258,1,963.8490000000002,32.1283,Bajo,Bajo,Mixto
2012-07-16,1244.0020000000002,167.53199999999998,116.698,284.23,1,1244.0020000000002,41.46673333333334,Medio,Medio,Mixto
2012-07-17,1283.2960000000005,147.874,93.429,241.303,1,1283.2960000000005,42.77653333333335,Medio,Medio,Mixto
2012-07-18,1311.236,138.815,124.825,263.64,1,1311.236,43.70786666666667,Medio,Medio,Mixto
2012-07-19,1260.459,255.453,105.13899999999998,360.592,1,1260.459,42.0153,Medio,Medio,Mixto
2012-07-20,1254.104,114.90299999999998,88.11500000000004,203.018,1,1254.104,41.803466666666665,Medio,Medio,Mixto
2012-07-21,1036.9019999999998,78.81400000000002,99.942,178.756,1,1036.9019999999998,34.563399999999994,Bajo,Bajo,Mixto
2012-07-22,955.195,29.08,142.052,171.13199999999998,1,955.195,31.839833333333335,Bajo,Bajo,Mixto
2012-07-23,1264.464,61.45,183.983,245.433,1,1264.464,42.1488,Medio,Medio,Mixto
2012-07-24,1298.0409999999997,53.431,175.347,228.778,1,1298.0409999999997,43.26803333333332,Medio,Medio,Mixto
2012-07-25,1315.315,25.314,137.746,163.06,1,1315.315,43.843833333333336,Medio,Medio,Mixto
2012-07-26,1324.677,30.718,157.008,187.72600000000003,1,1324.677,44.155899999999995,Medio,Medio,Mixto
2012-07-27,1315.591,48.153,159.00799999999998,207.161,1,1315.591,43.85303333333333,Medio,Medio,Mixto
2012-07-28,1068.831,66.33699999999999,89.81700000000002,156.154,1,1068.831,35.6277,Bajo,Bajo,Mixto
2012-07-29,946.804,66.075,99.148,165.22299999999998,1,946.804,31.560133333333333,Bajo,Bajo,Mixto
2012-07-30,1226.413,85.45099999999998,134.721,220.172,1,1226.413,40.880433333333336,Medio,Medio,Mixto
2012-07-31,1275.594,37.241,128.371,165.612,1,1275.594,42.519800000000004,Medio,Medio,Mixto
2012-08-01,1281.36,54.99399999999999,170.637,225.631,1,1281.36,42.711999999999996,Medio,Medio,Mixto
2012-08-02,1273.384,76.20099999999998,134.86499999999998,211.06600000000003,1,1273.384,42.446133333333336,Medio,Medio,Mixto
2012-08-03,1252.9789999999996,27.344,125.599,152.943,1,1252.9789999999996,41.76596666666665,Medio,Medio,Mixto
2012-08-04,1052.731,23.475,130.92399999999998,154.399,1,1052.731,35.091033333333336,Bajo,Bajo,Mixto
2012-08-05,970.34,19.899,115.923,135.822,1,970.34,32.34466666666667,Bajo,Bajo,Mixto
2012-08-06,1218.308,120.776,86.42399999999999,207.2,1,1218.308,40.61026666666667,Medio,Medio,Mixto
2012-08-07,1195.3610000000003,186.065,97.645,283.71000000000004,1,1195.3610000000003,39.84536666666668,Bajo,Bajo,Mixto
2012-08-08,1232.55,73.49199999999999,128.00400000000002,201.496,1,1232.55,41.085,Medio,Medio,Mixto
2012-08-09,1251.813,45.277,125.946,171.223,1,1251.813,41.7271,Medio,Medio,Mixto
2012-08-10,1220.577,47.461000000000006,122.65299999999998,170.114,1,1220.577,40.6859,Medio,Medio,Mixto
2012-08-11,1027.19,34.149,133.25000000000003,167.399,1,1027.19,34.23966666666667,Bajo,Bajo,Mixto
2012-08-12,949.6519999999998,85.68400000000001,164.40700000000004,250.0910000000001,1,949.6519999999998,31.65506666666666,Bajo,Bajo,Mixto
2012-08-13,1234.5860000000002,96.343,158.279,254.622,1,1234.5860000000002,41.152866666666675,Medio,Medio,Mixto
2012-08-14,1269.7789999999998,64.136,153.65800000000002,217.79400000000004,1,1269.7789999999998,42.32596666666666,Medio,Medio,Mixto
2012-08-15,1255.451,92.333,150.38199999999998,242.715,1,1255.451,41.84836666666667,Medio,Medio,Mixto
2012-08-16,1287.7960000000005,34.536,85.779,120.315,1,1287.7960000000005,42.92653333333335,Medio,Medio,Mixto
2012-08-17,1266.9920000000002,20.892,149.786,170.678,1,1266.9920000000002,42.23306666666667,Medio,Medio,Mixto
2012-08-18,1070.0759999999998,68.438,161.008,229.44600000000003,1,1070.0759999999998,35.6692,Bajo,Bajo,Mixto
2012-08-19,992.062,57.993,158.447,216.44,1,992.062,33.068733333333334,Bajo,Bajo,Mixto
2012-08-20,1322.886,66.484,136.485,202.969,1,1322.886,44.096199999999996,Medio,Medio,Mixto
